key,pid,tid
17139,fdef132f4e49ab15ba10803aeab5a24f,13dc749acd35f66c9240d9f18891be6d
24777,ab91e292b69e14a5bf6d1c6c1167f345,13f5c7fa8285da6bf853e6d8e49f52a1
3393,ab91e292b69e14a5bf6d1c6c1167f345,155f77a66896ed9911ac0dfddb1c94d0
8800,07cc845689efecfe68ac4d35dd647ec9,1585db05823a9999208fce8bec6e6934
5779,0375080720ec50409b49309cf7342a13,1591f0920718571dc544d6c51888fe13
17839,0375080720ec50409b49309cf7342a13,159d766c204344e9b860f8e16f94c997
24128,4811a64a2f411adadb1f088ce24a7a44,16a6d6cecdf628c7262b395a3cfc08eb
22100,b352fd948b14e0e070585cb96ce26031,17497008c2e7efec31b787f887784a87
30789,b352fd948b14e0e070585cb96ce26031,17fff5cf7fd6eaae7f823138f658c522
5915,c528f6ac7742763e04dbb27b6ebc3ad3,180facdc81ed00991435d1087a2dcedd
25499,955b8b958c0c73dc48aef1faae2e2246,18187107b3aa30559f688f553d8f0924
12495,24e7ce8060caa4bbe968f21760a6ded6,190a1749669856341bbf8ae1a9b83e48
19883,4811a64a2f411adadb1f088ce24a7a44,198a248ef8b0191a1d3ced70078a8255
7635,eb1ced1603985edf88a33ec651a8704d,1a30c85973ca5d4690d16cca96ec89d1
15356,0375080720ec50409b49309cf7342a13,1a6a741fb71aa92c61cd35c516d32e44
21479,52edcbaa3725c9183824ff9fe3572b11,1aa00d402b07f17f136d4f659ef0baac
10398,fe697b1e4647c8eb9a86ead8efc08d2d,1b2f5478b24914c77e69efc17e062551
13622,85dac41e5c7402fad35b857ede29ce37,1ba9fdc4a92e5083f5525476e5234750
3079,76dd2adbd0a672e6369d79637f89f528,1baeab4883d600fa2758834d3ab28059
21030,2f6640bd1dc98a30f9bc617ac955424e,1e6849f61e11bbc7a15a144d41bd5cc8
16427,748dc1acbe36f2a92097f457efc3251c,1e9cb3b8fbb48192b493da4bc28834eb
31844,b6fa78b7b6bf2f7a2eb78198d44c4e7a,1faed5ece193ed53d9fa53b07e26a2e8
25269,b6fa78b7b6bf2f7a2eb78198d44c4e7a,20c5679ffeb588c7a94ab11e912856b5
23233,b352fd948b14e0e070585cb96ce26031,2174bfe8cf3297dbc808b255541b3952
8825,1e7bf0caa1d7353853a19a0f3401bad8,24225557714bc6c6cb31dcdefd65fc1b
11220,441414db7a569916c3e18c100aa97103,2520cc9a5d8a1e99dd2e659dcd1ccb2a
6678,185bc6980d7070e1ffb280a163e4460e,27a56be10772d456a4b246f291542d5a
17617,0375080720ec50409b49309cf7342a13,27aa1e42c035db62180b03322e3cfa12
23352,b352fd948b14e0e070585cb96ce26031,2836df956e83346129174519822fb621
16868,0375080720ec50409b49309cf7342a13,28b896621a28cc5107e09ba1b365ee90
25259,33f868c819b1b94a4bbb719c083d309e,296aefa562f4e9532193e8cdbbcc1f21
9732,51a0cc6c4a5eada328ea8a2f26f71b8e,297b6828fbfcbc18e27fc137f2006264
25961,185bc6980d7070e1ffb280a163e4460e,297dfa9e46e897a3ff0677e4d1c1dc52
8873,eb17ce9e7c050d5c5c20c4a5956a1f22,2cde1458eab632ba29058686fcb7ca9f
10741,caa20fead1ba99014fef776a6a1a285f,2edd1d806a8509189eb32893aae8d461
15722,6bd24aa3e81c631de9316c12a036e4a0,30300e8efab14a4324e9eb5c388fadb8
12660,499cce4e4510ebca56abd54bcb437c6d,31489c92e2236560635e5b1f36dedbf6
15227,0375080720ec50409b49309cf7342a13,32fe2c2f35c5978cf5faddab88d77c35
30350,185bc6980d7070e1ffb280a163e4460e,35b2880ca5eac4714e50316af4fb1f4d
20782,4beabd2dbe43797221093219b015a501,368690a9d3a9358d6404aa3a7698e4e8
28976,89b96d120fc2be32bb7445c81657b31c,36c47229235673b3527dda34c98d2b23
23003,185bc6980d7070e1ffb280a163e4460e,3abce18870fa69a8d3c66f9308d410b5
16475,85dac41e5c7402fad35b857ede29ce37,3ba7c4ba3af6697f8b2cae575b3ddbe2
25492,0375080720ec50409b49309cf7342a13,3d70376563a99b9c98f730e7b73ef7ed
23713,51a0cc6c4a5eada328ea8a2f26f71b8e,3db688b85eaa659671ecd8d81cb39624
6585,0375080720ec50409b49309cf7342a13,3e8fa60ee075b39c1d0ad519b6334d69
16744,0375080720ec50409b49309cf7342a13,3eb1014a89d42340191d2accb5e55633
11295,4811a64a2f411adadb1f088ce24a7a44,3ef5fe644640a7d576fe047c9d8aeb78
23521,b6fa78b7b6bf2f7a2eb78198d44c4e7a,3f01d99cc331b761367827d3ad67a6ca
25836,441414db7a569916c3e18c100aa97103,3f399b90320ce768e291deb74f7e872a
31346,185bc6980d7070e1ffb280a163e4460e,3f9dd17f3796c6a3787dcde1ea50f5e8
26124,0375080720ec50409b49309cf7342a13,401a0df982939774289dea6349ed0461
612,c528f6ac7742763e04dbb27b6ebc3ad3,40afbf00ed441c1b77289f538aba19f1
29442,52edcbaa3725c9183824ff9fe3572b11,40cbff45e19c4f5b25380873187e645f
17393,0caca2094e4b21ea12e54d2a011d457b,422d4399603bbecdfbc039fbd8e3aee3
7010,955b8b958c0c73dc48aef1faae2e2246,4234e627ec9340b71cb01587e0ad045d
27926,0375080720ec50409b49309cf7342a13,427255038b93fda69ced611173d874a7
21851,eb17ce9e7c050d5c5c20c4a5956a1f22,42ed0237d9a2a648f193fb59deea5b57
3982,07cc845689efecfe68ac4d35dd647ec9,442a0d0f88050685736cf233a3232958
12631,d1e876a56f3d63dc395900d923be5517,460d424a2eb9da6dfa1035bb2c77a686
16420,d1e876a56f3d63dc395900d923be5517,46a0fabe9ef4ef6aec0553b81a0e636e
29599,2f6640bd1dc98a30f9bc617ac955424e,478383e3ef106ba96592e36cc4fab17b
15488,499cce4e4510ebca56abd54bcb437c6d,47f46e0cb31bb7f8582fdcc2ae6e3d91
7832,deb8e3914aa74aa7fcf1fce9419a97b0,48b13394e23c0eb169806651a4ddb126
8026,b352fd948b14e0e070585cb96ce26031,49ad7b1d50cfc9c1805e26a973a83938
18237,0375080720ec50409b49309cf7342a13,4a29afc60bdcfa1096fe4a3b79eeaf57
22758,71f3125b5fb8d713b3e1ce3b4c4d034f,4ac144943cf2d5eab6d56fa3f32c4517
13722,c03592e9b313fe90d98cf3050728e5c1,4b1a0c7106ca31faacd7660e0f8dd644
9004,441414db7a569916c3e18c100aa97103,4b9782bd67f81bf3c14af4989ffe6719
8836,52edcbaa3725c9183824ff9fe3572b11,4d1761b0580b34b3af321f6ec305b6dc
15938,0375080720ec50409b49309cf7342a13,4eebc590e1c03f7988e654352a7097df
23070,fe697b1e4647c8eb9a86ead8efc08d2d,4ef4483ee52c4e2fd453b1e8613514d5
24926,51a0cc6c4a5eada328ea8a2f26f71b8e,4f1b45e39a45eef8edf5606dbcf50d1c
31337,fdef132f4e49ab15ba10803aeab5a24f,51df1d9976bfe3cb5d8cd09c56060df2
22930,499cce4e4510ebca56abd54bcb437c6d,53252ca777196b235bed195afd766072
19349,33f868c819b1b94a4bbb719c083d309e,5365d579b568b4c1e768b988b98dce65
7551,eb17ce9e7c050d5c5c20c4a5956a1f22,53cb723dea74df963289a8757d30b18b
18219,b352fd948b14e0e070585cb96ce26031,549b06ee0c5df76ebffd70f7711b5de0
30599,fd18144517077f8a4e06e9c3239ce90a,55664d75f451f3f6e27b85e3c292ef5a
3898,76dd2adbd0a672e6369d79637f89f528,556f5448b0d85e5c6184061da67e60c6
16281,4f88355dbd53959ff986c113c0fb7e9a,56b6e12d144408e4df135efb0a9b0fd0
1111,5f870d3699eadbca303d0c3eaceff86b,58efa0d52a84f5cf3c6b1c7636a293e4
15714,eb17ce9e7c050d5c5c20c4a5956a1f22,592409ab695fbc1341d25a79cfa77fe3
1721,10f58f5ed5cc422451b65bff46b60173,5926ee6c45cd1d2bb73cb5d4b7af936b
16393,0375080720ec50409b49309cf7342a13,59c54ff3ea70f38ad1a911996982f659
21044,51a0cc6c4a5eada328ea8a2f26f71b8e,5d7b9dbb37a454509e53b21602d09fb3
15028,0375080720ec50409b49309cf7342a13,5f69cd829cf8dfb3df613a7a77e44b5f
27157,0375080720ec50409b49309cf7342a13,616280e4fef01db7d144fdeb343d83ab
22305,51a0cc6c4a5eada328ea8a2f26f71b8e,62e8a1d37b6fec4eb715c3e2199b626d
6471,71f3125b5fb8d713b3e1ce3b4c4d034f,666cf6041dc023c05c95e590a1302679
634,89b96d120fc2be32bb7445c81657b31c,68cd913f33c259e23501fe7935985494
16113,955b8b958c0c73dc48aef1faae2e2246,69a79e4b72f88c097c1cd5b5e5f589e2
6473,ed1ef3f3396c277c368fe74ce14e6b1f,6a7a1928126bdf3da492c10d8beee0ac
20245,441414db7a569916c3e18c100aa97103,6acdfbfd485a3a1fa74d643352349321
23826,185bc6980d7070e1ffb280a163e4460e,6ae677cdba894bf28d445b1d3b9053e3
10662,51a0cc6c4a5eada328ea8a2f26f71b8e,6b263596fc2a45cbe5f6404d5c4d6caf
24324,88719898c1fd89ba024b55dfec05f094,6bcbccfa575a259a3cf12df02e9b6ac3
15761,0375080720ec50409b49309cf7342a13,6c02da7613b24105ad63798111e040cc
30491,b352fd948b14e0e070585cb96ce26031,6c3d2094d0397a8a3bf9c06109eaa1b3
5474,5f870d3699eadbca303d0c3eaceff86b,6dcc86eaa25aa5251fd73208bebd9123
15358,0375080720ec50409b49309cf7342a13,6f438e407b472426978d67ee7721133a
5728,748dc1acbe36f2a92097f457efc3251c,6f46be45aad5e8ca36abe7d129968035
29316,1e7bf0caa1d7353853a19a0f3401bad8,6f897f6429252196eeb327c25ab98ca7
15984,0375080720ec50409b49309cf7342a13,73cea346a67d2ca88bce9ea0ef79e168
20711,b6fa78b7b6bf2f7a2eb78198d44c4e7a,75ef7ad99cee7d68918aad912a03126a
17671,441414db7a569916c3e18c100aa97103,76a3ab425f74edfcbad9212a07ffd6a0
22867,51a0cc6c4a5eada328ea8a2f26f71b8e,780d02e02c2843f0323c0d22f9552188
17301,ed1ef3f3396c277c368fe74ce14e6b1f,7873806ccfad345a55b02c63801520bd
27452,499cce4e4510ebca56abd54bcb437c6d,78b483764f5ae24c7375dbb655555cdd
13656,2f6640bd1dc98a30f9bc617ac955424e,79237f4212f5f7debf2dc7a59cccd8fb
13206,ed1ef3f3396c277c368fe74ce14e6b1f,799af9832a740787ff0d6b6619b047be
7701,52edcbaa3725c9183824ff9fe3572b11,79dddf4b5e01beecbe2f34d0bc0421de
30095,ed1ef3f3396c277c368fe74ce14e6b1f,7ae507681b8231ecb0dfa3d6446cac10
8637,ed1ef3f3396c277c368fe74ce14e6b1f,7b60794944fa623784921e11a21065b5
6634,ed1ef3f3396c277c368fe74ce14e6b1f,7b7ac9663f768c6eaaf6a4b66509f191
32489,ffff746cdd740653d38eec00e35d37d4,7bbac6b5958d34a8446f2035f953c9fe
17835,0375080720ec50409b49309cf7342a13,7d56c2f28eec1a0a1aeb27f9eb9b6201
10461,d1e876a56f3d63dc395900d923be5517,7db1abed540fffcd12329cd29f284e98
4784,b6fa78b7b6bf2f7a2eb78198d44c4e7a,7e76184da3b9cbf199c87ef4b4e87925
18358,10f58f5ed5cc422451b65bff46b60173,7ee194db39ee6c0bdf509c00ef663721
30482,185bc6980d7070e1ffb280a163e4460e,8061e452dad7c47f2ca20c8874511634
18736,0caca2094e4b21ea12e54d2a011d457b,830eebe2b9e6e922f2c3887198119425
4832,c03592e9b313fe90d98cf3050728e5c1,85e64f4db6555b7d9faee0d1b6a1fb47
25078,b6fa78b7b6bf2f7a2eb78198d44c4e7a,86648ae5f9e2fec28f8358f9f92c74b0
19932,ddd71d45961764ed6732086290054a78,8723d4e0005537d7ddc8464a116549f8
4489,89b96d120fc2be32bb7445c81657b31c,89adc090e0de2277778d7de3e2d5b7e9
2370,ed1ef3f3396c277c368fe74ce14e6b1f,8a0c46a7d663be4d1ba388832feeacc2
28478,0caca2094e4b21ea12e54d2a011d457b,8bb53308b41634f344bba2aac7e4c69b
20407,ed1ef3f3396c277c368fe74ce14e6b1f,8c731837c0464129a1b27cad633ec2ec
14504,955b8b958c0c73dc48aef1faae2e2246,90f3b6f19b7c15a642a7da573e012989
12247,52edcbaa3725c9183824ff9fe3572b11,912e1b346abf285326524bcc2670891d
19009,51a0cc6c4a5eada328ea8a2f26f71b8e,9162e86d2c00ad6d0159112b13978f6b
14270,b352fd948b14e0e070585cb96ce26031,9224cb0fdb46c4f246536a75adc447e8
21689,51a0cc6c4a5eada328ea8a2f26f71b8e,92e63af207f29f95d6c161bab4a1ec15
22527,b352fd948b14e0e070585cb96ce26031,9313af87e3fb8e30f78ec34bb8352534
11587,eb17ce9e7c050d5c5c20c4a5956a1f22,93e3ca783ef08c96b882161dbc3ffbe1
776,0375080720ec50409b49309cf7342a13,94a1c4dfa04b1a5e900ec20b074de31f
3792,fe697b1e4647c8eb9a86ead8efc08d2d,95cded3cfea7db039fc149a6cfb9c9d9
24062,0375080720ec50409b49309cf7342a13,967cff9eece0be27cd2758e4a196c8ae
24536,0375080720ec50409b49309cf7342a13,96c7d95360858da48c0c8a8940ea1c94
26737,0375080720ec50409b49309cf7342a13,97054a05c385119569b55145275ce70a
16900,e3b34c481e6755d46d801967209be5de,9871b11b1c1a2e5037a964fd5efec529
21578,71f3125b5fb8d713b3e1ce3b4c4d034f,98875193a39445ef39672c2a54ceacd2
11987,b352fd948b14e0e070585cb96ce26031,99afc5d1fb276682c405bd2f2cc8b56d
29282,ed1ef3f3396c277c368fe74ce14e6b1f,99d2c1fa4f81411883d655ee0736775a
11437,4811a64a2f411adadb1f088ce24a7a44,9a4abe413a6a199c8c0415cdbac11885
6758,185bc6980d7070e1ffb280a163e4460e,9a5f2975674baada143d6255208bbd1a
22406,955b8b958c0c73dc48aef1faae2e2246,9ab268753a054bc790fea8e1b662ac63
16675,ed1ef3f3396c277c368fe74ce14e6b1f,9b3e45e1f0ba9726d006d7e2f236a813
17662,441414db7a569916c3e18c100aa97103,9bbdd9fee2bba506de252d9f1a0ae7fc
17303,52edcbaa3725c9183824ff9fe3572b11,9ed49373289d3c20e076df1569c9963e
7422,ed1ef3f3396c277c368fe74ce14e6b1f,9fd9f664d39caea63dae97fbdf069d89
14554,b352fd948b14e0e070585cb96ce26031,a0f4e4e91784e4aee8c0b44fb02ddd33
8434,d1e876a56f3d63dc395900d923be5517,a2dd846022863bfb825bb8b1de1dfbdd
14865,eb17ce9e7c050d5c5c20c4a5956a1f22,a32588ea5639b86234182d8c27d76802
25806,ffff746cdd740653d38eec00e35d37d4,a3e1f51a68fb0a6939754947cd42ec90
3115,caa20fead1ba99014fef776a6a1a285f,a5f45110a48b1e78d4878f5008813fee
28710,0375080720ec50409b49309cf7342a13,a6360028fc9c7bc47ffba9c3e6152b9e
30788,10f58f5ed5cc422451b65bff46b60173,a69ee32f09293d79786bdf13138a4024
26523,4811a64a2f411adadb1f088ce24a7a44,a6c0c00a2f3ca8bbbd1e19c3cbe8a625
20478,1e7bf0caa1d7353853a19a0f3401bad8,a6c5b6ea4ba3279f68499f45fbebcb26
19939,24e7ce8060caa4bbe968f21760a6ded6,a8e3de48c131466261ad58d55af31223
22716,d1e876a56f3d63dc395900d923be5517,a8e93c073306c300058c6e3982bbca6f
12222,29fd7f58f923220f0838ce1ed218852d,a9734b0e8e38624d60e4f7517873c86c
24113,0375080720ec50409b49309cf7342a13,aa453dcbc3f26c3fdf314d73880d5e70
3796,0375080720ec50409b49309cf7342a13,ab2293570d55900d6532d40d3b8908e2
14668,10f58f5ed5cc422451b65bff46b60173,ab92f82be30f32ecd2a4fe09e600cf54
10854,b6fa78b7b6bf2f7a2eb78198d44c4e7a,adaa0ff8ecb96c374264f2c80419ba73
12452,4811a64a2f411adadb1f088ce24a7a44,ae2a430f37e9335c35f3c5b4be17abe4
11813,33f868c819b1b94a4bbb719c083d309e,af672d0b892450e24be05943ff60436e
22810,185bc6980d7070e1ffb280a163e4460e,b16bd064641e2c7084335f11dda75f0c
698,88719898c1fd89ba024b55dfec05f094,b224e4b6e3f7f7e414c0ccab7ab1d2f6
24883,0375080720ec50409b49309cf7342a13,b4afcc1e1d03373d97a2b18504c2eef8
17930,b6fa78b7b6bf2f7a2eb78198d44c4e7a,b5aae44c4bfedffebd8876f8393b930f
31212,51a0cc6c4a5eada328ea8a2f26f71b8e,b5de3cb9026368ccd9601f3362f4358f
22353,ed1ef3f3396c277c368fe74ce14e6b1f,b8201cfae1b084bf6c3de45c46285af2
17479,0375080720ec50409b49309cf7342a13,b88f85051169221614b347e55d92d986
12233,185bc6980d7070e1ffb280a163e4460e,b989e5e90cc7d2150a04c0c5166c2c76
7100,b352fd948b14e0e070585cb96ce26031,ba804a347f0b8c83992e9de863bb1db1
13828,9f35cce01027c06231f6015a1d5bfcf3,bb298e4d9206327038d2875f2d26ef85
5159,0375080720ec50409b49309cf7342a13,bbbec9361608f465ebc59f0cd269d6a0
3185,24e7ce8060caa4bbe968f21760a6ded6,bbf730c09c915e603dfa53aff52193de
12884,fdef132f4e49ab15ba10803aeab5a24f,bc3642c66ed57d82a995ea07388fe688
15581,71f3125b5fb8d713b3e1ce3b4c4d034f,bd7af6d473cd93bbcf92acde75232739
24687,0375080720ec50409b49309cf7342a13,bdfd0127ddb36b496f6ed848fda47190
3846,d1e876a56f3d63dc395900d923be5517,bfeb5e79b750bd5004b74afb9096e953
28619,ed1ef3f3396c277c368fe74ce14e6b1f,c009f42017e1c36623bda14a359adc21
13361,10f58f5ed5cc422451b65bff46b60173,c030a37fb536d8fcb953a0a638779f0c
13746,4811a64a2f411adadb1f088ce24a7a44,c1f7a0c3d3558a1ac0daec2ce778310a
15188,ffff746cdd740653d38eec00e35d37d4,c4671d42004aa21d054cf62d8005ffd2
14449,ed1ef3f3396c277c368fe74ce14e6b1f,c4b151c06daeea12ca3a35a3647200fa
18998,10f58f5ed5cc422451b65bff46b60173,c57c941aa5eaa6f372d7fed51516463f
4239,88719898c1fd89ba024b55dfec05f094,c7e87d7f6bcb190476a501259ee7ca2e
7518,b6fa78b7b6bf2f7a2eb78198d44c4e7a,c8afc667dd546e0cc330aa1859842500
19082,441414db7a569916c3e18c100aa97103,c8da79e0698d2fe9106a7950d7e3431a
21774,eb17ce9e7c050d5c5c20c4a5956a1f22,c9dc0a8e3922bd5145bcfa61986706c3
11485,ab91e292b69e14a5bf6d1c6c1167f345,cb3bbf534d9b717a7f54598b1147a9c2
22265,fdef132f4e49ab15ba10803aeab5a24f,cca7e90ad75ea0aa01ab4182f74baa16
23539,441414db7a569916c3e18c100aa97103,d081a249e66f6f65467346eec157bca9
12729,ed1ef3f3396c277c368fe74ce14e6b1f,d0be2ce8d799a5b99d0b01c99dae6718
18683,955b8b958c0c73dc48aef1faae2e2246,d281625370c4ae122cbca85b29e66ae5
6813,10f58f5ed5cc422451b65bff46b60173,d2d7cfe6be0a9113795056e298961ada
25861,0375080720ec50409b49309cf7342a13,d3f7d561d49fc1285803595d1d45980a
20861,eb17ce9e7c050d5c5c20c4a5956a1f22,d4a6380d8fdc30d4a3dbc838c62fa316
24698,0375080720ec50409b49309cf7342a13,d605b151391146fe4ca34eead4e6c115
28645,52edcbaa3725c9183824ff9fe3572b11,d66d84935b8ee9b9413f888129b2af93
24971,6bd24aa3e81c631de9316c12a036e4a0,da15a3e7b9f7c9811cdae656fd9eeac8
26276,10f58f5ed5cc422451b65bff46b60173,da9974750bbc0ff5070e1266fbb5bc6e
12915,441414db7a569916c3e18c100aa97103,dce9042df7c2f84060691d568d3cb322
11187,b6fa78b7b6bf2f7a2eb78198d44c4e7a,dd472529b4bab6d130be32623e6e6922
26732,52edcbaa3725c9183824ff9fe3572b11,deaaee17115e1e0325bdbfd0dac6088f
19691,51a0cc6c4a5eada328ea8a2f26f71b8e,ded1d6e0a4711bc322f5636a8732323c
17120,0375080720ec50409b49309cf7342a13,df3d8b333a975951cb7cb7abc98cafa2
25235,51a0cc6c4a5eada328ea8a2f26f71b8e,df5d7938709e184af9f46b9be5edf02d
6717,10f58f5ed5cc422451b65bff46b60173,e0863971a6a82c63ebe0e6de7cd3670e
33191,51a0cc6c4a5eada328ea8a2f26f71b8e,e0fbb17f66fc824b5b7e04055ea11748
6696,ca90eccf2b54eaf878d04d357d972e45,e1a084bd2ccb46308c2b2bf84d06238e
7374,499cce4e4510ebca56abd54bcb437c6d,e2fabaaa5861549e91e5e1d00ca3844f
14088,1e7bf0caa1d7353853a19a0f3401bad8,e385da0a97a7464bc5231ab202dfe7ea
23993,4811a64a2f411adadb1f088ce24a7a44,e429e0e36705ab66cd8b5bccfe22a9e8
20583,185bc6980d7070e1ffb280a163e4460e,e514eec69c4ef251c13cbe5527a70141
29865,52edcbaa3725c9183824ff9fe3572b11,e56360f8ecd938cca91e3c64f1090b8c
13090,b352fd948b14e0e070585cb96ce26031,e5e1911ddca75a8f7fdaa8cf5dc2bec4
8567,d1e876a56f3d63dc395900d923be5517,e8cabfaa324d9ab8f9cf33833dfaac1d
14177,b6fa78b7b6bf2f7a2eb78198d44c4e7a,e98a00ff65e3e3ca2fda87a78767fc04
573,0375080720ec50409b49309cf7342a13,e992845d0710ae41944b9a7b2dbb3ed8
29789,b6fa78b7b6bf2f7a2eb78198d44c4e7a,ea2153b697898adf893cb88856e09670
25992,eb17ce9e7c050d5c5c20c4a5956a1f22,ea33df5f528156571db1e00fd86a256c
5270,10f58f5ed5cc422451b65bff46b60173,ebc5a93b6c72de7487fd840e7e12318b
25929,185bc6980d7070e1ffb280a163e4460e,edb5d0e71f4e36bb0cefb7dc02a121af
15131,0375080720ec50409b49309cf7342a13,edff67a4471bfafee8fc954492502fc1
17261,0375080720ec50409b49309cf7342a13,ee0937120f774c246423ce3202cbfef9
22373,185bc6980d7070e1ffb280a163e4460e,ee45afc486dbba49792fac27d2e594f4
24010,955b8b958c0c73dc48aef1faae2e2246,ee61fee0bcb4ad2eb6f5c7636d98b48c
2111,24e7ce8060caa4bbe968f21760a6ded6,ef2fbf9b915ddbcdc7de24b8640a73a1
10788,441414db7a569916c3e18c100aa97103,efc7236ee81722476ea445535e15a702
5679,0375080720ec50409b49309cf7342a13,f03004938b6d63219908402b49ca985c
5969,9f35cce01027c06231f6015a1d5bfcf3,f07f74953f4bd10428cc73f778b96626
30262,b6fa78b7b6bf2f7a2eb78198d44c4e7a,f09c3da530f468feed45a2f69678c366
30156,185bc6980d7070e1ffb280a163e4460e,f0b737da1ff0b35df2596a84afcf1689
1386,c528f6ac7742763e04dbb27b6ebc3ad3,f16f19f9b01bf2a6fb8d79fab5dbb5e7
16325,10f58f5ed5cc422451b65bff46b60173,f2c2854aba6ba39408126353f78fcf35
1982,ed1ef3f3396c277c368fe74ce14e6b1f,f66f3049c209d355d05d39d206cbf1fe
22614,185bc6980d7070e1ffb280a163e4460e,f8d20bda1c531b187a150057f5d4dd5c
6896,0375080720ec50409b49309cf7342a13,fb2c817074e196977530dbddf2ed873d
24363,b352fd948b14e0e070585cb96ce26031,fb592b95e00909cc14798b81f233b29f
15783,0375080720ec50409b49309cf7342a13,fd3a41f8028e01a3ad897d57c48657ee
17186,eb1ced1603985edf88a33ec651a8704d,febb7fa5a0d3297a5883fc5d54ae8269
6178,0375080720ec50409b49309cf7342a13,fec0d0a7a7db38c021c6320b7a7d82ee
19409,185bc6980d7070e1ffb280a163e4460e,fed9970a3c8c5e1c244327a8d81a7031
22949,8f8d4c4cb9d1faba01d86205a4f4b48d,01f0bc6570bd93ad66c577af643f7ad8
7030,39fb6ff5ccb16244a8d365c503f403aa,023cabfda804b0d9cfcdfd387f14a5dd
4469,ad335c210bc789775a4a50c44cf68b91,024ef3620f99fd0f2904cd67a5ea75dd
21584,720a7645fef77462818064ae3002aa13,025306bd9dc9d7c109f840883d8e2eca
8884,720a7645fef77462818064ae3002aa13,027e5339f63df646fdd21893f125e273
10558,6c2d2c3bdca8d0582a927b29671fd23c,02dac52e294dfdfedee085a41a90ed77
23131,720a7645fef77462818064ae3002aa13,02ea09273891283f0185acfa0dcea9ea
10185,720a7645fef77462818064ae3002aa13,03086f2ff93490ea6e7d37e52276b11c
4883,a9c3a888acd08eeeaff75a22b7f96d2d,046e62abfadb8b76cf343f8178c52d58
7675,6c2d2c3bdca8d0582a927b29671fd23c,051a0382127d670a8d0efcd5274f431a
23022,720a7645fef77462818064ae3002aa13,053ef68d01ab1f92c6d5318e52bde978
15182,edfb79821abd17c03c1ca704faf14332,05cd7e86a147d54218779d64afd8ccd2
9909,720a7645fef77462818064ae3002aa13,063aba70c87367fb70e9e192539d5456
13016,f3526742f33b2b9f92b1859128403cd6,063b5270362e977025f01e722de3dabb
4071,86b7bf692b5db7dfcc0a3b2c01f14e1c,06bec2a3d0f9a6d77208340c4412ac9a
15111,8ecffaa7a70636047cba185057dbbff0,0754df9030859f9ae5b79bba2b0a3cc9
3949,39fb6ff5ccb16244a8d365c503f403aa,082ecafd8b78fcdb24627851769d622b
12997,f3526742f33b2b9f92b1859128403cd6,08788d31468a04e9022ca9945f5d591f
1730,631645278657f5c43fc10e5d5e10349b,099ba70c489f028faa78a59788d02d57
23089,ce7ef6b99c333a06403cd6f74a9e9b16,09cf495bbf4fd8229d35fcac52335fac
19066,6c2d2c3bdca8d0582a927b29671fd23c,09e44089ab076c2135620dc8fef1416e
5226,86b7bf692b5db7dfcc0a3b2c01f14e1c,0d31eb510e940a7dc93d4a1342cba432
24359,720a7645fef77462818064ae3002aa13,0edf0ab25dc99bccaf1798d7168a332f
3767,720a7645fef77462818064ae3002aa13,0f12af63d02c85ca32dbd0bfaed29d41
19214,ad335c210bc789775a4a50c44cf68b91,0f15c8946b6db38e6813df6444003778
12761,f3526742f33b2b9f92b1859128403cd6,0fbd0fcd7af7213cd63ccec1cb9d6cbf
27100,133c1ed026d59d97aa962e450457e071,0fc51095724a45477ec9dc68f105dd56
