pid,person_created_ts,last_login_ts,subscription_start_ts,subscription_end_ts
6193df17aa9b2e3af8403e10f9f0cadb,2018-04-26 19:43:20.751084,2020-07-05 00:00:00,2018-06-12 14:13:45,2018-07-12 14:13:45
8c484a4a724c2eafb4ee6b7ef18128ac,2018-05-01 12:15:04.483511,2020-09-11 00:00:00,2018-06-08 02:37:58.818134,2018-08-08 15:18:16.697
cdb1a41fc830fe2f30704688235d0bb8,2018-06-08 03:00:35.729735,2020-08-11 00:00:00,2020-07-09 13:05:09,2020-09-23 13:07:18
31716eaa05b7f24c7e36987da728d4c7,2018-06-18 07:05:23.182075,2019-09-07 00:00:00,2018-06-27 20:30:35.862267,2019-09-05 04:03:49.389
36f3b6463a21f7f1129c43713cc3cd14,2018-06-20 14:15:57.669772,2020-10-06 00:00:00,2020-07-25 23:25:40,
a2ad307d7d29f443712b1ae6c7a52e3b,2018-06-22 20:03:25.165033,2019-08-13 00:00:00,2018-06-29 21:10:21,2019-08-29 17:41:33
8206b66c855db248ccbc1b26b7a67120,2018-06-28 16:14:07.55547,2020-10-06 00:00:00,2018-07-30 23:26:51,
ecfaa0678265efcf6dd3ef3fbb79be72,2018-07-09 21:36:16.035036,2020-10-06 00:00:00,2018-08-23 11:06:52.042,2019-07-19 13:03:10
ff5917d14296c3e48e8481d26ede6d5e,2018-07-10 17:08:56.924265,2020-07-25 00:00:00,2018-08-02 18:57:29,
8cecc3bd0b899c2209d8ebe25d595961,2018-07-12 01:19:49.691069,2019-11-26 00:00:00,2018-07-19 01:22:47,2019-12-19 01:22:37
1cc5768009e6a7ce2ff37f4beb76172f,2018-08-24 14:01:34.008889,2020-10-06 00:00:00,2018-11-18 23:31:17,2018-12-18 23:31:17
ebaef8dd667157d3d07c22bf1c39d0d9,2018-09-13 14:12:17.514421,2020-07-31 00:00:00,2019-08-17 13:43:49,2020-02-17 14:43:49
b77d3e07de313b12b7ec484fb5a68b36,2018-09-15 15:38:16.858575,2020-03-15 00:00:00,2019-04-14 18:00:12.063,2019-05-14 18:00:12
6def52822ade5d20c0653ec4a1e95bf7,2018-10-27 15:16:51.660853,2020-10-06 00:00:00,2018-11-04 14:25:08,
14f77bb8127455ecb85f22379bf1ce83,2019-03-01 11:12:17.591156,2020-10-06 00:00:00,2019-05-05 12:56:27,
21be3039ba5f0f14c57a38b316e17f15,2019-03-11 00:24:20.230984,2020-07-14 00:00:00,2019-04-04 03:12:18,
acb15f20360b5b1ce63f7e38d22e8c0b,2019-03-30 12:45:09.198937,2020-10-06 00:00:00,2019-05-25 21:39:58,2020-05-25 21:37:49
e1b5ecf74641662269a803a11386834c,2019-04-08 23:42:43.258395,2019-06-19 00:00:00,2019-04-20 05:18:09.931545,2019-06-18 23:17:40.989
12ef4ccc99c5c1ed5f8872409344d7a8,2019-05-05 12:58:03.037454,2020-10-06 00:00:00,2019-05-16 22:49:14.574927,2019-08-16 22:43:55.939
fda5e7c69560450f0658141b81a78a1f,2019-06-11 02:47:41.215064,2019-11-16 00:00:00,2019-06-20 16:30:36,2019-07-20 16:29:19
adc1f956972ed476036034e67f304e95,2019-06-20 01:37:34.181647,2020-10-06 00:00:00,2020-07-25 20:06:43,
3c6f6be06dbe8bafc8e86b00e3497b68,2019-08-04 10:19:29.233078,2020-06-08 00:00:00,2020-03-06 18:33:31.472846,2020-06-06 18:32:54.863
2c6370e1b0e99fcc09e39fab03455f66,2019-09-18 23:11:31.840383,2020-09-20 00:00:00,2019-09-30 16:08:11.781978,2019-12-30 16:07:36.064
c179d3313012e4877567a85388ab47f3,2020-06-05 03:37:15.141825,2020-10-06 00:00:00,2020-06-28 15:35:32,
5f5869e67c72d74147538a0548ea417a,2020-06-06 10:50:25.878552,2020-10-06 00:00:00,2020-06-13 18:06:59,
cfbc601af2bceda296a2a81aec1f3a0e,2020-06-07 20:43:17.451105,2020-08-09 00:00:00,2020-06-14 22:46:53.01551,
af5fdbe5fbc01f5d9eed1e357c95aae9,2020-06-11 14:15:37.273784,2020-10-04 00:00:00,2020-06-18 14:18:20,2020-08-01 14:18:56
6dc42a05d94edae35624655da12e72ba,2020-06-13 01:24:11.943041,2020-08-15 00:00:00,2020-06-21 07:35:59.782945,2020-07-20 01:33:54.932
8fcd72fd70925167f4e96c357bd6e889,2020-06-28 18:16:54.983865,2020-07-27 00:00:00,2020-07-19 15:12:09,2020-08-19 15:12:09
b281144c478c25c58af3b2e7572b468b,2020-07-11 22:55:48.997888,2020-08-22 00:00:00,2020-08-05 17:36:17,
3a19c3e371409191e06a0746e2731235,2020-07-16 14:50:01.668056,2020-09-21 00:00:00,2020-07-23 17:16:38,2020-08-23 17:15:25
2f49047de0aa271c2428ddf15a4f4fb4,2020-07-25 22:56:15.465141,2020-10-01 00:00:00,2020-08-09 17:45:49.290265,
d1ab87bf15b0f922e9a6a4d8626e97a2,2020-08-02 16:57:50.831516,2020-08-10 00:00:00,2020-08-14 19:54:07,
0b4dd2621e9d7a1019e5c79cef1bb6e8,2020-09-10 17:07:30.960343,2020-10-06 00:00:00,2020-09-17 17:17:23,
955db8866ce647593f17caf4d50c9ddd,2020-09-12 23:33:09.512747,2020-09-19 00:00:00,2020-09-19 23:35:49,
a72c3546919c0372922433a2ae959094,2017-03-11 22:36:02.924335,2019-04-30 00:00:00,2018-02-20 22:06:50,2018-05-21 00:12:11
045fa4958168ee36d41054bdc3a6e244,2017-03-15 00:29:28.960293,2020-08-11 00:00:00,2018-05-05 23:40:05,2018-07-05 23:40:05
7a9d9a14f3fda624cdf8873faebe0e78,2017-04-02 16:44:23.197853,2020-10-06 00:00:00,2018-04-15 21:18:36.867167,2019-10-27 13:49:47.59
d841f1f7bba6e1bf39cb7070bd533fd1,2017-04-21 22:00:29.504657,2020-10-06 00:00:00,2018-06-03 23:29:39.884106,2019-10-03 23:28:54.057
71c8d7a94c71331d3837f2760b5f8135,2017-05-01 14:13:44.29915,2020-10-03 00:00:00,2019-06-08 17:29:34.265404,2019-11-08 17:28:44.062
35f34bffd15aebf9230a76c4650e3b10,2017-05-13 23:42:12.954284,2019-11-17 00:00:00,2019-07-21 16:18:08,2019-08-21 16:18:08
039a0f779f27365a983ee2f15e207bf8,2017-05-18 00:31:41.06915,2020-10-06 00:00:00,2018-06-18 16:18:17.218476,2019-11-23 03:53:29.712
918756286939abc6c985de4a80443f82,2017-06-16 14:05:24.875657,2020-08-30 00:00:00,2019-07-26 17:26:30,2019-08-26 17:26:30
4b1b46e7bd28a9eeded499d2195f35a5,2017-07-20 20:04:29.369488,2020-10-06 00:00:00,2019-04-11 23:24:40.760226,
a918249e3275f2ba8286a694d4eb93a7,2017-08-12 12:32:53.104058,2019-11-09 00:00:00,2019-05-22 22:28:12.067,2019-10-22 22:28:12
de3723033fa6b2d21fe8ed2f89042af8,2017-11-11 02:46:50.975496,2020-08-30 00:00:00,2019-06-26 03:05:51,2020-07-22 03:10:02
4545f5d576ed0ab2c6c21f06de0b249a,2018-01-28 20:54:05.489817,2020-10-06 00:00:00,2020-01-20 23:32:46.746349,
82308b3d84300c0e5f6922d50c82ca13,2018-02-02 04:37:52.131038,2018-05-25 00:00:00,2018-03-02 21:44:05,2019-02-16 21:45:16
8ac261431660a66450713d7504e978e9,2018-02-17 20:45:54.684188,2020-07-19 00:00:00,2019-12-15 01:19:55,2020-01-15 01:19:55
7e910943c33d4a13acbb35e894f7f86f,2018-02-21 23:50:19.696346,2019-05-03 00:00:00,2018-02-28 23:55:47,2019-05-20 22:30:30
826aff030e4680864ed618e1c6d4929c,2018-03-01 23:09:01.893809,2020-03-21 00:00:00,2018-04-21 18:01:44,2018-05-21 18:01:44
7f7c40a265d0ffeec65b646dd0cbeb89,2018-03-30 02:04:53.35912,2020-08-21 00:00:00,2018-05-10 12:44:56,2019-07-02 21:26:20
66f68f5ed350911ab44f7160a3797ca3,2018-03-31 20:22:17.262856,2020-08-30 00:00:00,2019-04-12 11:06:24.644955,2020-09-17 21:16:02.98
28229e75d3a3437ceeb5a6b747308cd5,2018-04-10 16:57:17.0217,2020-09-29 00:00:00,2018-05-26 19:31:11.886109,2020-08-22 16:01:18.693
ac794d0d41fbcfac9a31e6fa2e2d8987,2018-04-13 23:25:49.068745,2020-09-27 00:00:00,2020-06-04 22:01:41,2020-08-04 22:01:41
93f1017a7b9f5ee348c9faa135fccdd2,2018-04-15 16:10:06.697698,2020-10-06 00:00:00,2018-04-28 00:50:27,2020-08-18 17:04:34
c89e30eeef5b5d3e4469eb7bfa81c51f,2018-04-22 16:24:15.693045,2020-09-26 00:00:00,2019-06-11 21:59:43,2020-07-28 12:14:32
ed0dd8e59ce7f49ccc61ab2f91c75659,2018-04-24 22:16:07.49375,2020-06-03 00:00:00,2020-03-11 04:18:23,2020-04-11 04:18:23
bfd790b4a2bca234ca3ad908b5ec1be1,2018-05-01 22:57:54.349387,2019-07-20 00:00:00,2018-08-04 14:45:57.968521,2018-09-04 14:45:06.733
bdec24b9b5b5ab10165ec9b16855853c,2018-05-12 20:25:48.24556,2020-08-16 00:00:00,2019-04-13 23:43:36,2019-09-13 23:43:36
0c163ce4988d759424b63a314cc60d1c,2018-05-15 03:45:01.85194,2019-12-04 00:00:00,2018-06-17 21:35:37,2018-09-18 14:39:09.686
9d097e819136bb4afdc308c3e9d2e38c,2018-05-17 21:59:53.808577,2020-10-06 00:00:00,2019-04-20 17:16:21,
0c840345954ac0a46c6016b5310cf0e5,2018-05-27 18:26:24.00647,2019-08-12 00:00:00,2018-06-03 18:29:37,2019-09-03 18:29:32
03f2214fd95829ed3995ec519367fc86,2018-06-01 00:01:38.067185,2018-10-01 00:00:00,2018-06-08 00:05:12,2018-08-08 00:04:46
dccc9316ff37e3778b1bb57667379f98,2018-06-08 22:49:28.707246,2019-07-30 00:00:00,2019-06-22 23:11:26,2019-08-22 23:10:10
e6ece50d5aca16b848c97a23a4728cdc,2018-06-12 22:03:49.450176,2020-08-09 00:00:00,2019-05-03 21:18:52.432246,2019-12-03 21:17:31.049
bf274db121c93432f9f3eccc1a5afb95,2018-07-07 13:35:57.929528,2020-08-09 00:00:00,2020-06-21 21:35:55,
22d13c35bc2d9b8fc7cf34eaeb7adec9,2018-07-19 22:07:23.641188,2020-09-13 00:00:00,2019-02-13 00:13:09,
9b72ef1dc0cb98023cce206daf2b07f6,2018-08-09 02:26:09.435357,2020-10-06 00:00:00,2018-08-24 15:58:38,2020-05-17 00:13:53
792a22b3358217c690644235923221f5,2018-09-22 18:10:05.255654,2018-11-06 00:00:00,2018-09-29 21:48:18,2019-10-28 21:48:18
dc8a7778ac7df6c7a4bd3df97278ef8f,2019-02-09 20:04:02.945776,2019-07-27 00:00:00,2019-03-03 17:45:34,2019-07-03 16:45:34
c35d1fd6cb63a6d847ae5f0bc37236d4,2019-03-12 17:14:21.882662,2020-10-04 00:00:00,2019-04-11 19:56:42,2019-08-11 19:56:42
e633f6276cc8816d4beab333b8b2f53d,2019-03-12 18:32:06.521831,2020-03-17 00:00:00,2019-03-12 20:05:05.729,2019-08-12 20:05:05
5085dd4f088b37437ed8322bd9226aec,2019-03-15 17:59:16.292462,2020-10-02 00:00:00,2019-03-22 18:05:57,2019-09-22 18:05:57
3be64d198efec6303d16659b332b95f6,2019-03-17 00:50:52.346308,2019-07-25 00:00:00,2019-03-24 13:48:33,2019-08-09 13:54:13
e88a526f5f1e03b40028877db9c4cde3,2019-03-23 00:58:01.766382,2019-06-02 00:00:00,2019-03-30 01:08:38,2019-06-30 01:08:38
f9263cf0b4415e3db45b92e4d4027683,2019-04-03 01:43:01.984,2020-03-20 00:00:00,2019-04-03 02:08:33,2020-03-06 23:25:23
86374978b41dcbfd28b769fcb30c4d1d,2019-04-05 01:00:56.022134,2020-07-19 00:00:00,2019-04-12 01:07:40,2020-08-07 20:14:33
a785670083ca72ec5018a78a9ea4bb05,2019-05-31 00:57:39.707655,2020-07-25 00:00:00,2019-06-15 18:30:35,2020-03-15 18:30:35
401319d16bd62a581811865b0bec474b,2019-06-02 21:47:00.382249,2020-10-06 00:00:00,2020-06-09 22:33:04,
eedeecf635d4aad7be2b5e306c4a3278,2019-06-08 19:04:20.409234,2019-12-09 00:00:00,2019-06-15 19:07:31,2019-10-15 19:07:31
592e3c72eefc65518a221689af4e4627,2019-06-29 15:40:48.103277,2020-10-06 00:00:00,2019-07-06 19:07:29,2019-12-31 16:06:14
8dbc0a8a9e8559f67f58cacbecfd608e,2020-03-07 18:49:10.456037,2020-03-26 00:00:00,2020-03-14 17:52:48,2020-04-14 17:52:48
b1878f3ef8656ac906b0d8f9151c30d6,2020-06-19 15:41:23.698353,2020-08-09 00:00:00,2020-06-26 16:33:01,
17dcbb93028f951ab955085b58622883,2020-08-30 00:37:28.934509,2020-09-27 00:00:00,2020-09-06 17:40:07.886311,
a2fb006ec4a943188e130da7b7c07e2f,2017-01-26 22:09:49.360036,2020-03-15 00:00:00,2019-08-06 01:17:03.801686,2020-05-29 13:59:00.28
8396d17177554da957b51c97b37677db,2017-02-09 20:58:01.83893,2020-03-18 00:00:00,2020-02-22 21:00:38,2020-05-22 20:00:38
41f97f6540343120e9e74109ff03f73f,2017-02-27 02:19:26.24597,2020-09-21 00:00:00,2018-04-18 01:34:23,2019-11-14 16:18:10
8f675a9fcbcc507e5c8e703fe6b0982a,2017-05-02 19:47:56.062695,2020-06-27 00:00:00,2019-04-21 01:17:55.155,2020-06-21 01:17:55
c228396dd56d9418026e197579721d0d,2017-05-04 05:56:41.617582,2020-06-21 00:00:00,2019-03-24 13:12:26,2019-09-24 13:12:26
841f039c76087a395e59cb0e9bb99eb3,2017-05-21 11:39:05.011988,2019-08-18 00:00:00,2018-07-20 22:47:23,2018-10-20 22:47:23
b6a4622cfebbadd8f059c9e4a1d25b3d,2017-05-26 07:40:03.099788,2020-09-10 00:00:00,2018-06-02 14:57:22,2018-07-02 14:57:22
77ed4a91f34d1bb15c39d5616e082fd8,2017-07-15 18:47:24.729834,2020-10-06 00:00:00,2019-05-14 00:19:26.267683,2019-06-14 00:18:42.776
92ff0de2769eeddfdc72de1b4e6cde6b,2017-08-13 19:29:31.765295,2019-07-25 00:00:00,2018-05-04 00:18:59,2018-08-04 00:18:59
897615956a4e49aca9872a3797249d27,2017-08-26 17:32:23.751265,2019-11-24 00:00:00,2019-05-30 21:44:45,2019-11-30 21:43:17
517cf3eae12394ce7964c9b9370eb62d,2017-09-06 10:55:37.7123,2020-10-04 00:00:00,2019-05-25 15:48:27,2019-06-25 15:48:27
a436f2dc9f157b7b36764de0ae2d4506,2018-03-02 04:09:35.765188,2020-04-21 00:00:00,2018-03-10 05:21:07.976,2018-06-15 20:19:57.525
bb187039b5159e380020fe50e2ca8920,2018-03-24 16:12:59.591685,2020-07-04 00:00:00,2018-04-28 19:00:05,2018-07-28 19:00:05
d32561ad4b20aad5af09a671626272dd,2018-03-26 22:26:22.708686,2020-09-27 00:00:00,2018-04-19 22:40:00.487806,2018-07-19 22:39:32.396
dc6224f04241e527324ee43061018e90,2018-04-16 12:16:32.479684,2020-08-14 00:00:00,2020-06-04 00:03:14,2020-07-04 00:03:14
9b1946bd2e2cc34bb1aa0bb302e6c4c8,2018-04-20 00:51:23.429087,2020-10-06 00:00:00,2019-05-12 00:14:57,2019-07-12 00:14:57
7d6dbd5e3043d6c05b8cc9e300aaefcb,2018-04-22 13:59:15.946476,2020-01-02 00:00:00,2019-05-05 19:45:32,2019-06-05 19:45:32
d087a3c5af8f68fd41bfe344f3bd5224,2018-05-08 02:21:52.126235,2019-05-07 00:00:00,2018-05-15 02:22:40,2019-09-25 17:39:46
e1539083445717e4bc5eda93e2d274a4,2018-05-11 01:47:13.590198,2020-10-06 00:00:00,2018-05-26 16:55:43.694248,
1ba0a46d05e588ccf76088fa362e34da,2018-05-20 14:35:03.786595,2020-09-16 00:00:00,2018-05-27 15:07:05.919676,2020-09-03 04:30:26.629
fc8d9c07f9199a7791e56af204e660e7,2018-05-30 03:37:39.501761,2018-11-30 00:00:00,2018-06-06 03:43:18,2018-07-06 03:43:18
aba368715631b22b3dcf263c2ffe3e2a,2018-06-05 19:46:53.045002,2020-06-29 00:00:00,2018-06-12 20:49:00,2018-11-03 04:23:05
1bc78f8eb3d936314ac5dfddb8cdfb5e,2018-06-23 16:47:50.997765,2020-09-14 00:00:00,2018-07-01 16:20:23,2020-04-29 20:52:05
1a010ac2391d70686c46d3413a387223,2018-06-24 02:00:40.484403,2019-03-01 00:00:00,2018-07-03 18:24:31,2018-09-03 18:24:31
a9445c3ab83f1d83ee35f43b65db86d5,2018-06-27 16:38:43.642868,2019-04-10 00:00:00,2018-08-20 22:57:50,2019-01-20 23:57:50
1e238ba6bd4ca8077a48959c03fb85bb,2018-07-20 01:38:28.472897,2019-09-21 00:00:00,2018-07-27 01:48:01,2018-09-27 01:48:01
37b5d985e7bd258b7eb5f65473a09aaf,2018-08-31 00:57:19.414862,2020-10-06 00:00:00,2019-03-23 13:15:05,
e7ff2a03226895b30d916d507823a128,2019-02-20 18:49:52.661404,2020-10-06 00:00:00,2019-02-20 18:54:05.533524,2020-10-05 15:02:56
c461a34b63a1696557b3fd450519923a,2019-02-24 14:43:20.345527,2020-10-06 00:00:00,2020-03-09 15:59:07,
69190527c08479c2614831305d8472a7,2019-03-23 18:03:44.754204,2019-05-20 00:00:00,2019-04-03 14:20:01.098,2019-06-03 14:19:48.394
69f219ef59b1d071b92b31d82d54243b,2019-04-11 00:38:54.894733,2020-06-12 00:00:00,2020-06-05 22:36:21,2020-09-05 22:36:21
d5dca7e355f72952a8eaefc7bf9bdbcf,2019-04-26 09:42:22.483439,2019-10-25 00:00:00,2019-05-17 17:41:57.641865,2019-11-17 17:41:38.273
cca4f89b6bb5895f08d1a691249e5dad,2019-05-11 20:40:25.010145,2020-09-30 00:00:00,2020-07-02 14:59:57,2020-09-02 14:59:57
6a3073b30460eaf983b7248496e9f5cb,2019-05-19 17:43:07.07789,2020-10-06 00:00:00,2019-05-26 17:44:41,2019-10-26 23:18:10
6f1be3cbb67b5af71cd8fb54cf05e25a,2019-06-01 19:01:06.502983,2020-10-06 00:00:00,2019-06-16 15:10:07.164124,2019-10-16 15:07:39.408
e6f91fe8cb8b8cc114383cb5e8b2834b,2019-06-09 16:39:11.921749,2020-08-03 00:00:00,2020-07-12 12:38:20,2020-08-12 12:38:20
a32f50b1ca92de191226e871ecd55027,2019-07-13 23:59:53.338233,2020-10-06 00:00:00,2020-02-21 21:16:27.128245,2020-05-21 21:15:28.055
b48918e8f319af0fcea24bec7ac73438,2019-08-22 16:36:04.640553,2020-10-04 00:00:00,2019-10-05 23:27:33,2020-01-06 00:27:33
76d672ac47917bb66d085d64be3c6550,2019-09-03 20:41:24.899029,2020-10-06 00:00:00,2019-09-29 02:53:50,
e20587f9e976367be9922a1ce8fba1de,2019-09-30 18:25:37.429908,2019-12-13 00:00:00,2019-10-23 03:07:33,2020-02-23 04:07:33
438fcf8e9a132cbb0949a48282e44560,2019-11-16 21:05:34.736696,2020-09-11 00:00:00,2020-01-19 19:17:02,
76dffaff61a352a170408930d1937310,2020-06-20 22:29:21.950004,2020-08-05 00:00:00,2020-06-28 20:12:48,2020-08-28 20:11:41
080ff0c4af8816fb17f35e39a9f2b1ec,2020-06-25 23:21:25.097926,2020-10-06 00:00:00,2020-07-03 17:19:45,
ef9d55913adec98eab00efd33c115226,2020-06-26 14:18:16.049307,2020-08-06 00:00:00,2020-07-16 17:57:27,2020-08-16 17:57:27
9c575b26ccaaec9a7f659740dbbf62bc,2020-07-10 20:10:44.411337,2020-09-29 00:00:00,2020-07-17 20:13:05,
c62c9f2fae59c8e9b05469b56f28cb04,2020-09-20 18:40:40.858878,2020-10-06 00:00:00,2020-09-27 18:47:14.770142,
6eead7763cc25f6c36684bb8ebcf743f,2017-02-11 04:41:00.729307,2018-05-22 00:00:00,2018-03-17 16:42:12,2018-05-17 16:42:12
1f97f831a04741f315364c455652bc77,2017-03-19 05:06:29.726927,2020-10-06 00:00:00,2020-07-24 17:02:30,2020-09-24 17:02:30
e282ea43ba97898163455fa333fbe660,2017-03-24 17:35:07.168862,2020-10-06 00:00:00,2020-08-18 11:01:54.698,
5d2ad3f08789fb89f37feac83a139231,2017-03-26 18:38:37.012704,2020-08-01 00:00:00,2018-03-10 21:44:18.433,2020-09-17 00:49:31.098
c707032f365ef8d37eafed0b15e09f72,2017-03-31 15:24:22.600928,2020-10-06 00:00:00,2019-08-22 03:20:59.799551,2019-10-20 21:20:36.983
556363864971c2878676d5fcd9d14ca6,2017-04-04 19:49:44.328307,2020-10-06 00:00:00,2018-04-28 14:03:26,2019-10-28 14:03:26
f030bb22903186417cb13014b5e14a77,2017-05-18 20:18:48.988969,2020-10-06 00:00:00,2020-10-03 17:32:11,
00966b7b2b917edeedfe3b4ae02a84da,2017-05-19 18:23:00.891751,2019-01-12 00:00:00,2018-04-14 18:42:11,2018-05-28 18:42:44
c476e73a66c48f36bf211bd2925db26b,2017-06-17 20:34:23.597785,2020-10-06 00:00:00,2018-07-04 07:09:55,2018-09-04 07:09:34
e3273f4ffc2eb2b02038ea72d7eb2007,2017-07-05 23:07:13.410954,2020-10-06 00:00:00,2020-06-27 20:18:12,
b99dc2125d2430025b9e519558ba7a5a,2017-07-26 01:49:31.937364,2019-08-15 00:00:00,2018-06-25 03:17:04,2019-05-03 20:07:20
7bde0edbfad862553a8b798272390e98,2017-08-17 21:35:59.801878,2020-08-02 00:00:00,2020-06-14 15:37:47,
d7a2f5b32263e317e12e45b0fb342f1d,2017-10-03 13:56:41.034202,2019-07-01 00:00:00,2018-09-03 17:53:07.209,2018-10-03 17:53:07.209
9f3b2129469f7b7298b64bfcf6ed2099,2018-01-20 17:16:39.353079,2019-11-24 00:00:00,2019-10-19 20:59:18,2020-02-19 21:59:18
72625e2c8637a413cd8920188ab641da,2018-01-22 21:27:53.110115,2018-11-29 00:00:00,2018-04-14 04:06:43.281629,2018-08-14 04:06:24.03
6600da18c3d43c245d982e0bba40596a,2018-02-22 20:25:54.426477,2020-10-06 00:00:00,2018-03-01 20:32:16.492133,2020-06-07 23:27:50.619
ac935348914deb48a866cce3d26cd01f,2018-02-25 13:43:13.742895,2020-07-25 00:00:00,2018-03-05 21:01:01.427,2018-07-05 20:01:01
e7fbe955b3e0381c00c50b01c393a7fb,2018-03-19 21:52:36.042228,2019-08-27 00:00:00,2018-05-27 22:56:11,2019-08-18 01:29:14
a0f76f99855232ed4c0b190000fc59d2,2018-03-21 17:42:59.055476,2020-10-06 00:00:00,2020-08-16 02:54:35,
ab3cc33b4b8690edc513fa3cc850302b,2018-04-05 13:02:51.227427,2020-08-09 00:00:00,2019-05-25 14:48:31.29071,
a3e8d6403e8724783863261a1419ffca,2018-04-10 23:03:52.899054,2020-06-06 00:00:00,2018-05-08 22:54:59.832806,2019-07-06 16:26:55.442
6e762205f49ec5411fd2eef21e15cb4c,2018-04-14 17:13:30.59037,2019-12-01 00:00:00,2018-04-23 02:00:30.168403,2018-06-23 01:55:50.239
dc76142f4eef2c6386eab8422716203f,2018-04-14 19:09:06.939617,2018-07-10 00:00:00,2018-05-01 01:48:26.397,2018-07-26 10:33:43.632
96d7c36402db5c9d626cdaef611ced76,2018-04-28 10:14:32.154419,2020-06-20 00:00:00,2018-10-06 15:23:41,2018-11-06 16:23:41
3890045c2fd1359c1703a41257168ba6,2018-05-11 16:16:45.629753,2018-07-14 00:00:00,2018-05-29 22:16:40,2018-06-29 22:16:40
d9cb534d7557ba698b9e89d8b6950984,2018-06-10 17:43:18.876793,2020-09-26 00:00:00,2018-06-20 16:05:54,2019-06-20 16:05:54
2e376511c5efbf948b0e06e5a7dcddb3,2018-06-14 00:17:46.061621,2019-07-31 00:00:00,2019-06-13 04:33:22,2019-08-13 04:33:22
953d53ea18de1ab5e1c637dc9afc848d,2018-06-18 03:16:53.352535,2020-07-23 00:00:00,2019-04-20 17:24:13,
79daae52eb3e2d4604f8bc796507db13,2018-06-20 23:29:40.004185,2020-10-06 00:00:00,2018-06-24 01:37:44.91,2019-10-28 16:01:36
6d2d2eaa55af96251ace8526037b2681,2018-06-25 16:14:16.653258,2020-09-04 00:00:00,2019-05-18 12:52:24,2019-12-18 12:51:02
dd91d8629e8ad43c8e86008ac249e347,2018-07-01 18:21:58.592724,2018-07-16 00:00:00,2018-07-09 15:16:41.651,2018-08-09 15:16:41.651
fc14c1d141671098b4c28605780ff502,2018-07-16 22:54:06.754879,2020-10-06 00:00:00,2019-05-11 19:38:30.835,2019-06-11 19:37:19.338
87b8ab4e9f6f70c6d532c8af4966e93f,2018-07-22 22:40:35.426679,2019-11-18 00:00:00,2019-10-06 13:50:47,2020-08-06 13:50:47
bae9f740c68bf0ae7a5a79dd573858c1,2018-08-26 20:29:20.17987,2020-10-06 00:00:00,2019-04-20 18:29:31,2019-08-20 18:29:31
0e81694aefe193b8c831e82122ff9d13,2018-09-22 14:21:04.948299,2019-07-20 00:00:00,2018-10-06 16:49:01,2018-11-06 17:49:01
d36c4ca749778f38b4c7cb6cd4fe2dee,2019-02-24 03:41:52.117623,2020-08-09 00:00:00,2019-04-01 00:30:01.327904,2020-01-06 14:37:36
483175e7ef5e49c04c0d16fe676af745,2019-02-27 18:54:33.188599,2020-03-20 00:00:00,2020-02-24 21:30:30,2020-03-24 21:29:24
e515d114a38f8f1314c430ccf8c8aafe,2019-03-14 02:48:31.882395,2020-10-06 00:00:00,2019-04-09 15:20:30,2020-05-24 14:03:02
